,lat,lng,dir,label,label_num,ownScore,predLabel,predLabel_num,bestScore,cat_from_2,cat_from_3,cat_from_4,cat_from_5,cat_from_6,cat_from_7,cat_from_8,cat_from_9,cat_from_10,cat_from_11,cat_from_12,cat_from_13,cat_from_14,cat_from_15,cat_from_16,cat_from_17,cat_from_18,cat_from_19,cat_from_20
1399,42.34512604,-71.04220295,1,SouthBostonWaterfront,34,0.005633,NorthEnd,27,0.833227,0,0,1,3,0,1,2,1,7,4,1,1,5,6,1,3,2,14,4
1400,42.34514174,-71.08718643,2,BackBay,6,0.006827,Dorchester,13,0.161368,1,0,1,3,0,1,2,1,7,2,8,2,4,0,6,2,2,11,4
1401,42.34516017,-71.12025424,1,BROOKLINE_02446,5,0.038548,Riverside,28,0.300117,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1402,42.3451707,-71.08597508,0,BackBay,6,0.059833,ThePort,36,0.344793,1,0,1,1,0,5,2,1,7,2,1,2,1,6,1,10,11,1,4
1403,42.34517319,-71.14683983,3,Brighton,9,0.004435,EVERETT_02149,15,0.330013,0,0,0,1,0,1,2,1,7,1,1,2,1,0,1,2,2,18,4
1404,42.34517588,-71.05939045,1,Downtown,14,0.001486,Allston,2,0.66699,0,0,1,1,0,1,2,1,7,4,1,2,4,0,1,10,2,1,4
1405,42.34518234,-71.04463602,3,SouthBostonWaterfront,34,0.010268,NorthEnd,27,0.219753,0,0,1,3,5,4,2,1,7,2,1,2,1,12,1,3,2,1,4
1406,42.34520588,-71.15805654,3,Brighton,9,0.035851,SOMERVILLE_02143,30,0.486074,1,2,1,3,0,1,2,1,7,4,1,2,1,12,1,3,2,6,4
1407,42.34524408,-71.10520406,2,Fenway,18,0.00886,WellingtonHarrington,38,0.270074,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1408,42.34526064,-71.13935049,0,Brighton,9,0.003597,SOMERVILLE_02145,32,0.31933,0,0,1,3,0,1,2,1,7,0,1,2,1,12,12,10,0,11,4
1409,42.34526064,-71.13935049,2,Brighton,9,0.000321,Cambridgeport,10,0.54283,1,0,0,3,0,1,2,1,7,1,1,0,1,6,6,10,1,1,0
1410,42.34530591,-71.13562476,3,BROOKLINE_02446,5,0.051891,BROOKLINE_02445,4,0.677555,0,1,1,1,0,1,2,1,7,1,1,2,1,0,6,10,2,1,4
1411,42.3453102,-71.05673505,2,SouthBostonWaterfront,34,0.205103,NorthEnd,27,0.294702,0,0,1,1,0,1,2,1,7,4,6,2,1,6,1,2,2,1,4
1412,42.34532508,-71.08655737,0,BackBay,6,0.167569,LongwoodMedicalArea,21,0.412823,0,1,1,1,0,1,2,1,7,2,1,2,1,12,6,3,2,1,4
1413,42.34534465,-71.07832187,3,SouthEnd,35,0.023586,Roxbury,29,0.490303,0,0,1,1,1,1,2,1,7,4,1,5,1,6,1,7,2,1,0
1414,42.34535473,-71.11156773,0,BROOKLINE_02446,5,0.006319,BackBay,6,0.198232,0,0,1,1,0,2,2,1,7,1,1,2,1,12,1,10,2,1,14
1415,42.3454046,-71.160838,1,Brighton,9,0.118567,BROOKLINE_02445,4,0.478244,0,2,1,4,0,3,2,1,7,2,0,2,1,8,1,10,2,1,4
1416,42.34540786,-71.05177109,2,SouthBostonWaterfront,34,0.237921,BackBay,6,0.248804,0,0,1,3,0,1,2,1,7,2,6,5,1,4,6,2,8,1,5
1417,42.34541421,-71.08931029,0,Fenway,18,0.002551,WellingtonHarrington,38,0.40573,0,0,1,3,0,1,6,1,7,1,1,0,1,6,6,10,4,6,4
1418,42.34541421,-71.08931029,1,Fenway,18,0.095834,NorthEnd,27,0.142979,0,0,0,3,0,0,2,1,7,2,1,2,9,0,6,3,2,6,4
1419,42.34542936,-71.13170094,3,BROOKLINE_02446,5,0.035571,BROOKLINE_02445,4,0.402532,1,0,1,3,0,3,2,1,7,2,1,2,1,12,1,3,2,5,4
1420,42.34543648,-71.0834336,0,BackBay,6,0.004334,EastCambridge,17,0.585229,0,0,1,1,0,1,2,1,7,4,1,2,1,12,12,3,2,1,4
1421,42.34543648,-71.0834336,1,BackBay,6,0.008875,NorthEnd,27,0.787653,0,0,1,3,0,1,2,3,7,4,1,2,1,0,6,2,15,1,0
1422,42.34543927,-71.04105017,3,SouthBostonWaterfront,34,0.025311,Roxbury,29,0.176045,0,0,1,3,0,1,2,1,7,4,1,2,8,6,8,10,14,1,0
1423,42.34545361,-71.07035561,0,SouthEnd,35,0.00306,Riverside,28,0.60567,0,0,1,3,0,1,2,1,7,1,1,2,1,12,1,2,2,1,6
1424,42.34545361,-71.07035561,2,SouthEnd,35,0.00853,Dorchester,13,0.201367,0,0,1,1,0,1,2,1,7,2,1,2,1,6,6,10,1,1,4
1425,42.34545393,-71.07123762,2,SouthEnd,35,0.033775,BayVillage,7,0.769039,0,0,1,0,0,3,2,3,7,2,1,2,2,0,0,2,0,1,0
1426,42.34545997,-71.11066243,2,BROOKLINE_02446,5,0.008155,NorthEnd,27,0.146883,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1427,42.34549754,-71.08830474,2,Fenway,18,0.001004,BayVillage,7,0.454258,1,0,1,1,0,1,2,1,7,1,0,2,7,0,6,2,11,1,4
1428,42.34554243,-71.08391813,1,BackBay,6,0.105412,Downtown,14,0.455611,1,0,1,3,0,1,2,1,7,4,1,2,4,12,6,3,0,1,4
1429,42.34554243,-71.08391813,2,BackBay,6,0.049116,Chinatown,12,0.271659,1,0,1,3,0,1,2,1,1,2,1,2,1,0,6,6,2,3,0
1430,42.34554243,-71.08391813,3,BackBay,6,0.058425,Fenway,18,0.480929,1,0,0,3,0,1,2,1,7,4,1,7,1,12,1,10,2,1,0
1431,42.34556654,-71.07286731,3,SouthEnd,35,0.126325,SouthEnd,35,0.126325,1,0,1,3,0,1,2,3,7,4,1,0,1,6,1,3,2,6,0
1432,42.34556656,-71.04948923,2,SouthBostonWaterfront,34,0.955261,SouthBostonWaterfront,34,0.955261,0,2,1,1,0,5,2,1,7,1,1,2,1,6,6,10,17,6,4
1433,42.34560025,-71.07912441,1,BackBay,6,0.002094,Area2MIT,3,0.208412,0,0,1,1,0,1,4,1,7,1,1,2,1,12,6,3,2,1,0
1434,42.34560025,-71.07912441,2,BackBay,6,0.110231,NorthEnd,27,0.288632,1,0,1,0,0,1,2,1,7,1,1,2,1,3,6,2,17,1,4
1435,42.3456006,-71.04428153,0,SouthBostonWaterfront,34,0.006682,LongwoodMedicalArea,21,0.427583,0,0,1,3,0,3,2,1,7,1,1,2,1,11,1,10,2,1,4
1436,42.3456006,-71.04428153,1,SouthBostonWaterfront,34,0.010289,Roxbury,29,0.965791,0,0,1,3,0,2,3,1,7,4,6,2,1,6,15,3,2,1,4
1437,42.3456006,-71.04428153,2,SouthBostonWaterfront,34,0.019205,EastCambridge,17,0.31673,0,0,1,1,0,2,2,1,7,2,1,7,1,0,6,0,8,1,0
1438,42.34560901,-71.08502434,0,BackBay,6,0.111965,MissionHill,24,0.204493,0,0,1,3,0,3,6,1,7,4,1,0,1,6,0,0,2,1,17
1439,42.34562288,-71.08559129,1,BackBay,6,0.103764,BayVillage,7,0.309216,0,1,1,3,4,1,2,8,7,1,1,2,1,0,6,2,2,4,0
1440,42.34566507,-71.090348,2,Fenway,18,6.2e-05,Dorchester,13,0.314658,0,0,1,3,0,0,0,1,7,4,1,2,8,0,1,10,14,1,4
1441,42.34571715,-71.09795087,1,Fenway,18,0.009894,EVERETT_02149,15,0.08483,0,0,1,3,0,1,0,1,7,4,1,2,8,0,1,10,4,12,0
1442,42.34573934,-71.08253672,3,BackBay,6,0.038148,Downtown,14,0.139317,1,0,1,3,0,1,2,1,7,4,1,2,7,0,6,12,2,1,17
1443,42.34578275,-71.062751,1,SouthEnd,35,0.108453,Cambridgeport,10,0.325071,0,0,1,3,0,3,2,1,7,2,1,2,8,0,1,3,2,1,0
1444,42.34578275,-71.062751,2,SouthEnd,35,0.012789,Area2MIT,3,0.318521,0,0,1,1,5,1,2,1,7,4,1,0,1,6,1,2,2,1,7
1445,42.34580662,-71.09092797,3,Fenway,18,0.00021,BROOKLINE_02446,5,0.373145,0,0,0,1,0,3,2,1,0,4,1,0,1,0,4,3,2,1,0
1446,42.34582841,-71.15430041,1,Brighton,9,0.004453,EastCambridge,17,0.251257,0,1,1,3,0,4,2,1,7,1,1,2,1,6,6,3,0,6,19
1447,42.34584928,-71.13823059,3,Brighton,9,0.032294,SOMERVILLE_02144,31,0.150284,0,0,1,1,0,1,2,1,1,1,1,2,1,0,6,10,4,10,4
1448,42.34586922,-71.07436836,2,SouthEnd,35,0.271108,BackBay,6,0.386592,0,0,1,3,0,1,2,1,7,2,1,2,1,0,1,7,2,2,4
1449,42.34588713,-71.1074336,2,BROOKLINE_02446,5,0.004619,Riverside,28,0.618708,0,0,1,2,0,0,2,1,7,2,1,2,1,12,6,3,2,1,4
1450,42.34589704,-71.08635515,1,BackBay,6,0.007514,BayVillage,7,0.622193,0,0,1,1,1,5,2,1,7,2,1,2,1,0,1,2,2,3,1
1451,42.34590131,-71.14317018,2,Brighton,9,6.8e-05,BROOKLINE_02445,4,0.842304,0,0,1,1,1,1,2,1,7,2,1,2,1,6,1,3,8,1,4
1452,42.34590131,-71.14317018,3,Brighton,9,0.005919,SOMERVILLE_02143,30,0.300914,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1453,42.34590552,-71.10058062,1,Fenway,18,0.201912,Downtown,14,0.389751,1,0,1,1,0,1,2,1,7,1,1,2,1,12,4,2,2,1,0
1454,42.34591195,-71.05188967,0,SouthBostonWaterfront,34,0.01696,NorthEnd,27,0.333246,1,0,1,1,0,1,2,1,7,1,1,2,1,0,1,2,1,11,4
1455,42.34593933,-71.04656592,1,SouthBostonWaterfront,34,0.513675,SouthBostonWaterfront,34,0.513675,0,0,1,3,0,1,2,3,7,4,1,2,1,6,6,2,2,1,4
1456,42.34597614,-71.09804273,2,Fenway,18,0.016514,LeatherDistrict,20,0.427806,0,0,1,1,0,1,1,1,7,2,1,2,1,0,1,10,2,1,4
1457,42.3459783,-71.07576064,0,SouthEnd,35,0.013765,Fenway,18,0.604072,0,0,1,3,0,5,2,1,7,1,1,2,1,6,1,2,2,1,12
1458,42.3459783,-71.07576064,1,SouthEnd,35,0.073729,BayVillage,7,0.893647,1,0,1,3,0,0,2,1,7,4,1,2,1,0,6,3,2,8,0
1459,42.34599319,-71.05932619,0,Chinatown,12,0.027159,EVERETT_02149,15,0.404918,1,0,1,1,0,1,6,3,7,4,1,2,4,0,4,2,2,1,4
1460,42.34599319,-71.05932619,2,Chinatown,12,0.003558,SouthBostonWaterfront,34,0.612427,0,0,1,3,0,2,2,1,7,10,6,2,1,0,1,12,11,1,3
1461,42.34600543,-71.10519001,1,Fenway,18,0.02471,BayVillage,7,0.091179,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1462,42.3460155,-71.04179048,0,SouthBostonWaterfront,34,0.627026,SouthBostonWaterfront,34,0.627026,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1463,42.3460155,-71.04179048,1,SouthBostonWaterfront,34,0.081986,EastCambridge,17,0.259121,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1464,42.34607658,-71.03075227,0,SouthBostonWaterfront,34,0.062835,EastBoston,16,0.39546,0,0,1,3,0,1,1,1,7,2,4,2,1,6,6,2,4,1,4
1465,42.34607658,-71.03075227,1,SouthBostonWaterfront,34,0.497039,SouthBostonWaterfront,34,0.497039,1,0,1,1,0,1,2,1,7,1,1,2,1,12,1,3,2,1,4
1466,42.34609323,-71.06147533,0,Chinatown,12,4.4e-05,SouthBostonWaterfront,34,0.978199,1,0,1,1,0,3,2,1,7,1,1,2,1,12,1,10,2,1,4
1467,42.34609323,-71.06147533,1,Chinatown,12,0.013799,EastCambridge,17,0.440881,1,0,1,1,0,1,2,2,7,1,1,2,1,12,6,8,8,1,4
1468,42.34609632,-71.04454167,2,SouthBostonWaterfront,34,0.281932,Downtown,14,0.309842,0,0,0,1,0,1,2,1,7,1,1,2,1,12,1,3,2,1,4
1469,42.3461354,-71.10096209,3,Fenway,18,0.037957,Downtown,14,0.260224,0,0,1,3,0,1,2,1,7,4,1,2,1,12,6,10,2,1,0
1470,42.34615627,-71.08235484,3,BackBay,6,3.8e-05,Area2MIT,3,0.957504,1,0,1,3,4,1,2,8,7,1,1,2,1,12,11,3,2,1,19
1471,42.34619785,-71.11047265,3,BROOKLINE_02446,5,0.073372,JamaicaPlain,19,0.182111,1,0,1,3,0,1,2,3,7,1,1,2,1,0,6,3,2,1,4
1472,42.34620908,-71.05057854,3,SouthBostonWaterfront,34,0.015962,NorthEnd,27,0.451015,1,0,1,3,0,1,2,1,7,2,1,2,10,0,4,6,0,1,16
1473,42.34621787,-71.13802523,1,Brighton,9,0.057846,NorthCambridge,26,0.209669,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1474,42.34621787,-71.13802523,2,Brighton,9,0.001653,SouthBoston,33,0.352743,1,0,1,3,0,1,2,1,7,4,1,2,7,8,1,2,2,1,0
1475,42.34624497,-71.04355687,0,SouthBostonWaterfront,34,0.005439,WellingtonHarrington,38,0.392965,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1476,42.34624497,-71.04355687,1,SouthBostonWaterfront,34,0.000168,Downtown,14,0.724201,1,0,1,3,5,1,2,1,7,4,1,2,1,0,6,3,2,1,4
1477,42.34629551,-71.14795213,3,Brighton,9,0.001367,WellingtonHarrington,38,0.783732,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1478,42.34630689,-71.04795834,2,SouthBostonWaterfront,34,0.740685,SouthBostonWaterfront,34,0.740685,0,1,1,1,0,1,2,1,7,4,6,7,1,6,1,2,2,1,12
1479,42.34630689,-71.04795834,3,SouthBostonWaterfront,34,0.058054,EastBoston,16,0.435762,0,0,1,3,0,4,2,1,7,1,1,2,1,12,6,10,17,1,0
1480,42.34632154,-71.0688068,0,SouthEnd,35,0.052898,BackBay,6,0.219393,0,0,1,3,0,1,2,1,7,1,1,2,1,12,6,10,0,1,4
1481,42.34632156,-71.06143024,0,Chinatown,12,0.004202,SouthBostonWaterfront,34,0.400115,0,0,1,1,0,1,2,1,7,4,1,2,1,0,6,3,2,6,4
1482,42.34632156,-71.06143024,2,Chinatown,12,4e-06,SouthBostonWaterfront,34,0.998505,0,0,1,1,0,1,2,1,7,4,1,2,1,0,1,3,1,1,0
1483,42.34633124,-71.1088384,1,BROOKLINE_02446,5,0.378294,SOMERVILLE_02144,31,0.457237,1,1,1,3,0,1,2,1,3,4,1,2,9,12,1,10,2,1,0
1484,42.34635822,-71.1247804,2,BROOKLINE_02446,5,0.589985,BROOKLINE_02446,5,0.589985,0,0,1,1,0,1,2,1,7,1,11,2,1,12,6,12,2,1,0
1485,42.34635822,-71.1247804,3,BROOKLINE_02446,5,0.221862,BROOKLINE_02446,5,0.221862,0,0,0,3,0,1,2,1,7,2,1,2,1,0,6,2,2,1,4
1486,42.34635835,-71.15490001,2,Brighton,9,0.0031,NorthCambridge,26,0.405014,0,0,1,3,0,1,2,1,7,4,1,2,1,12,1,6,2,1,0
1487,42.34637489,-71.13139075,2,BROOKLINE_02446,5,0.052659,SouthEnd,35,0.351949,0,0,1,3,0,1,2,1,5,1,1,2,1,6,6,10,2,1,4
1488,42.34638748,-71.08215705,3,BackBay,6,1.3e-05,LongwoodMedicalArea,21,0.636083,1,0,1,1,0,1,2,3,7,1,1,2,1,12,1,3,2,1,17
1489,42.34639895,-71.08728007,2,BackBay,6,0.103024,BayVillage,7,0.177105,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1490,42.34639945,-71.10324834,1,Fenway,18,0.001854,Roxbury,29,0.232,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1491,42.34639945,-71.10324834,2,Fenway,18,0.042936,SOMERVILLE_02143,30,0.182718,0,2,1,1,0,1,2,1,7,2,1,2,7,0,1,2,2,8,4
1492,42.3464074,-71.06152164,0,Chinatown,12,0.160133,Chinatown,12,0.160133,0,0,1,1,0,5,2,1,7,1,1,2,1,12,6,1,1,3,4
1493,42.3464074,-71.06152164,3,Chinatown,12,0.026776,SouthBostonWaterfront,34,0.958218,0,1,1,1,0,1,2,1,7,2,1,5,1,6,6,2,0,11,12
1494,42.346439,-71.03625518,2,SouthBostonWaterfront,34,0.32787,SouthBostonWaterfront,34,0.32787,0,0,1,3,0,1,2,1,7,1,1,2,1,12,6,10,2,1,4
1495,42.34644284,-71.09404793,1,Fenway,18,0.510671,Fenway,18,0.510671,0,0,1,1,0,1,2,1,7,4,1,2,1,12,4,2,17,4,0
1496,42.34644649,-71.06062647,1,Chinatown,12,0.002261,Charlestown,11,0.514528,0,0,1,3,0,1,2,1,7,2,4,2,1,6,1,3,2,8,0
1497,42.34644649,-71.06062647,2,Chinatown,12,0.21719,Chinatown,12,0.21719,0,1,1,3,0,1,2,1,7,4,1,2,4,0,6,3,5,1,4
1498,42.34646605,-71.02725783,2,SouthBostonWaterfront,34,0.000746,EastCambridge,17,0.27907,0,0,1,2,0,1,2,1,3,2,1,2,3,6,6,10,2,1,16
1499,42.34646605,-71.02725783,3,SouthBostonWaterfront,34,0.001219,Brighton,9,0.23687,0,1,1,1,1,1,2,1,7,4,1,2,1,12,1,10,2,1,5
1500,42.34646807,-71.03805268,0,SouthBostonWaterfront,34,0.004128,Dorchester,13,0.358281,0,1,1,3,0,1,2,1,7,2,1,0,1,0,1,2,2,1,0
1501,42.34652198,-71.05063154,0,SouthBostonWaterfront,34,0.018048,NorthEnd,27,0.458683,1,0,1,1,0,1,2,1,7,1,1,5,1,0,1,2,2,1,4
1502,42.34657737,-71.12761826,0,BROOKLINE_02446,5,0.39454,BROOKLINE_02446,5,0.39454,0,0,0,1,0,1,2,1,7,2,1,2,1,0,1,10,8,8,0
1503,42.34657854,-71.05941396,3,Chinatown,12,0.759275,Chinatown,12,0.759275,0,0,1,1,0,1,2,1,7,1,1,2,1,0,6,3,2,4,4
1504,42.34658947,-71.15699262,0,Brighton,9,0.027268,BROOKLINE_02446,5,0.433945,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1505,42.34658947,-71.15699262,1,Brighton,9,0.098132,Riverside,28,0.143248,1,0,1,1,0,1,1,1,5,1,1,2,1,6,6,6,2,6,0
1506,42.34667289,-71.12759594,1,BROOKLINE_02446,5,0.00391,WATERTOWN_02472,37,0.646382,0,0,1,3,0,1,2,1,7,4,1,2,2,6,1,14,2,1,0
1507,42.34667521,-71.03198633,0,SouthBostonWaterfront,34,0.53525,SouthBostonWaterfront,34,0.53525,0,2,1,3,0,1,2,1,7,2,1,2,1,12,5,2,2,14,6
1508,42.34668802,-71.06050881,1,Chinatown,12,0.167476,SouthBostonWaterfront,34,0.372276,0,1,1,1,0,1,2,1,7,1,1,7,12,4,1,10,2,12,4
1509,42.34669488,-71.06168918,2,Chinatown,12,0.017636,SouthBostonWaterfront,34,0.770317,0,0,1,1,0,1,2,1,7,4,1,2,3,12,1,8,2,1,4
1510,42.34669665,-71.05197859,2,SouthBostonWaterfront,34,0.008773,ThePort,36,0.275938,0,0,1,1,0,1,2,1,7,2,1,2,1,6,1,3,0,1,4
1511,42.34669665,-71.05197859,3,SouthBostonWaterfront,34,0.710357,SouthBostonWaterfront,34,0.710357,0,0,1,1,0,1,4,1,9,4,1,1,1,12,6,14,2,1,4
1512,42.34670475,-71.14932281,0,Brighton,9,0.007165,WellingtonHarrington,38,0.893401,1,0,1,1,4,3,2,1,7,1,1,0,1,6,1,2,1,1,4
1513,42.34670713,-71.06074432,2,Chinatown,12,0.104842,EastCambridge,17,0.272614,0,2,1,1,0,1,2,1,7,2,1,2,1,0,4,10,2,1,4
1514,42.34674773,-71.10921852,0,BROOKLINE_02446,5,0.118676,BROOKLINE_02445,4,0.381322,0,1,0,3,0,5,2,8,7,1,6,6,1,6,1,3,2,1,4
1515,42.34674773,-71.10921852,3,BROOKLINE_02446,5,0.134562,SouthEnd,35,0.293638,1,0,1,3,0,1,2,1,7,1,1,9,1,0,1,3,2,1,6
1516,42.34674828,-71.08850704,0,Fenway,18,0.002574,Chinatown,12,0.833243,1,2,1,1,0,1,2,1,7,2,1,2,9,12,1,10,4,1,4
1517,42.34683878,-71.06313571,1,Chinatown,12,0.006438,SouthBostonWaterfront,34,0.286909,0,2,1,3,0,0,2,1,7,4,1,2,1,6,1,10,2,3,12
1518,42.34684467,-71.15052295,2,Brighton,9,0.179137,WellingtonHarrington,38,0.403174,1,0,1,1,0,1,7,4,7,4,6,2,1,12,0,3,2,1,4
1519,42.34684824,-71.02606461,2,SouthBostonWaterfront,34,0.288342,LeatherDistrict,20,0.325306,0,0,1,1,0,1,2,1,7,1,6,2,1,0,6,10,8,1,6
1520,42.34685118,-71.1232638,0,BROOKLINE_02446,5,0.066812,ThePort,36,0.466085,0,2,1,1,0,1,2,4,7,2,4,2,1,12,6,12,17,1,4
1521,42.34685542,-71.11390184,3,BROOKLINE_02446,5,0.101817,BROOKLINE_02445,4,0.518305,1,2,1,1,0,1,2,1,0,2,1,2,1,6,1,5,2,1,4
1522,42.34686051,-71.08216009,1,BackBay,6,0.000856,NorthEnd,27,0.282912,1,0,1,3,0,1,2,1,7,1,6,2,7,12,1,3,2,1,4
1523,42.34686051,-71.08216009,3,BackBay,6,0.012562,WestEnd,40,0.275317,0,2,1,3,0,1,2,1,7,1,6,2,1,6,6,10,2,1,4
1524,42.34688914,-71.06111742,1,Chinatown,12,0.139897,EastCambridge,17,0.766527,0,0,1,1,0,1,1,1,7,4,6,2,1,6,6,2,2,0,4
1525,42.34688914,-71.06111742,2,Chinatown,12,0.001118,SouthBostonWaterfront,34,0.553301,1,0,1,3,0,1,2,1,7,4,1,2,1,6,1,2,17,1,4
1526,42.34690283,-71.06019747,0,Chinatown,12,0.884384,Chinatown,12,0.884384,0,0,1,1,0,2,7,1,0,1,1,2,1,4,6,3,2,1,3
1527,42.34690308,-71.06279909,0,Chinatown,12,0.004293,Downtown,14,0.637705,0,1,1,0,0,1,2,1,7,1,1,2,1,6,6,14,17,6,17
1528,42.34690864,-71.10609854,2,Fenway,18,0.022794,NorthEnd,27,0.556392,0,0,1,1,0,3,2,1,7,1,1,0,9,12,8,3,1,1,4
1529,42.34691458,-71.04091458,1,SouthBostonWaterfront,34,0.065854,Allston,2,0.37257,0,0,1,1,0,2,2,1,7,1,1,2,1,0,1,2,2,9,4
1530,42.34693943,-71.09349572,0,Fenway,18,0.042194,EVERETT_02149,15,0.176492,0,0,1,1,0,1,2,1,7,4,1,4,1,6,1,2,4,12,0
1531,42.34693943,-71.09349572,3,Fenway,18,0.004912,MissionHill,24,0.876252,1,0,1,1,0,1,2,1,7,2,0,0,1,12,6,10,5,8,4
1532,42.3469439,-71.09798462,2,Fenway,18,0.096417,SouthEnd,35,0.792549,0,0,0,1,0,1,2,1,7,1,1,2,1,12,6,10,2,3,4
1533,42.34695058,-71.05868422,2,Chinatown,12,0.194682,SouthBostonWaterfront,34,0.576375,0,0,1,2,0,1,2,1,7,1,1,2,1,12,6,3,2,1,4
1534,42.34698377,-71.03358808,1,SouthBostonWaterfront,34,0.784405,SouthBostonWaterfront,34,0.784405,0,0,1,3,0,1,2,1,7,1,6,2,12,6,1,3,2,1,7
1535,42.34699886,-71.15437621,1,Brighton,9,0.0,NorthEnd,27,0.980408,0,0,1,3,0,1,6,1,7,1,1,0,1,12,1,4,2,3,4
1536,42.34700369,-71.08596137,3,BackBay,6,0.025974,EastCambridge,17,0.0736,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1537,42.34705243,-71.08786121,0,BackBay,6,0.002827,WellingtonHarrington,38,0.826801,0,0,1,1,0,1,2,1,7,1,1,4,1,0,1,10,2,3,4
1538,42.34705243,-71.08786121,3,BackBay,6,0.001954,WellingtonHarrington,38,0.385517,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1539,42.34707818,-71.078001,0,BackBay,6,0.00635,Area2MIT,3,0.580063,0,0,1,1,0,4,2,1,7,1,1,2,1,0,6,3,13,1,6
1540,42.34708323,-71.12606698,2,BROOKLINE_02446,5,0.06131,Riverside,28,0.20085,0,0,1,3,5,1,2,1,7,1,4,2,4,6,1,2,2,11,3
1541,42.34708721,-71.06085763,1,Chinatown,12,0.407193,Chinatown,12,0.407193,1,0,1,3,0,3,2,1,7,2,1,2,1,3,6,1,2,3,0
1542,42.3470961,-71.06107854,0,Chinatown,12,0.093929,SouthBoston,33,0.250502,0,0,1,3,0,1,1,0,0,2,1,2,1,12,6,2,2,3,4
1543,42.34711961,-71.05915917,0,Chinatown,12,0.003354,Charlestown,11,0.805737,1,0,1,1,0,1,2,1,7,2,1,2,1,12,1,10,2,1,4
1544,42.34713231,-71.09795332,0,Fenway,18,0.039674,EVERETT_02149,15,0.106514,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1545,42.34713405,-71.06364347,1,Chinatown,12,0.019334,SOMERVILLE_02145,32,0.163765,0,0,1,1,0,3,2,1,7,1,1,2,1,8,6,10,2,1,4
1546,42.34713585,-71.08502044,3,BackBay,6,0.152294,BackBay,6,0.152294,0,0,1,3,5,1,2,1,7,4,1,2,1,12,6,2,9,14,4
1547,42.3471599,-71.06156026,1,Chinatown,12,0.034888,Dorchester,13,0.136534,0,0,1,1,0,1,2,1,7,1,1,2,1,6,1,10,17,1,3
1548,42.3471599,-71.06156026,2,Chinatown,12,0.120451,SouthBostonWaterfront,34,0.323752,1,0,1,1,0,1,2,1,7,4,6,2,10,0,1,10,2,1,0
1549,42.34718229,-71.03390168,2,SouthBostonWaterfront,34,0.942408,SouthBostonWaterfront,34,0.942408,1,0,1,3,0,2,2,1,7,2,6,2,1,12,1,10,1,1,0
1550,42.34718372,-71.05811962,0,Chinatown,12,0.012139,EastBoston,16,0.304145,1,0,1,3,0,1,2,1,7,4,1,2,1,0,6,2,2,10,4
1551,42.34719446,-71.04577126,3,SouthBostonWaterfront,34,0.311494,Chinatown,12,0.605762,0,0,1,1,0,1,2,1,7,4,1,0,7,6,6,10,2,18,0
1552,42.34719577,-71.06113426,3,Chinatown,12,0.001524,SOMERVILLE_02145,32,0.39036,0,0,1,3,0,1,2,1,7,1,1,2,3,0,1,4,2,9,4
1553,42.34724525,-71.04560271,0,SouthBostonWaterfront,34,0.024878,WellingtonHarrington,38,0.481225,0,0,1,1,0,1,2,1,7,1,6,2,1,0,1,1,2,1,19
1554,42.34724525,-71.04560271,1,SouthBostonWaterfront,34,0.384105,SouthBostonWaterfront,34,0.384105,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
1555,42.34725517,-71.0631531,1,Chinatown,12,0.119357,WestEnd,40,0.155405,0,0,1,3,0,3,2,1,7,1,1,2,3,12,6,2,10,1,4
1556,42.34725517,-71.0631531,2,Chinatown,12,0.035914,Allston,2,0.093997,0,0,1,1,0,1,2,8,7,4,6,2,1,0,6,10,1,1,4
1557,42.34728655,-71.09986148,0,Fenway,18,0.0139,Cambridgeport,10,0.640813,0,0,1,3,0,2,2,1,7,2,1,2,1,12,1,10,14,1,0
1558,42.34729316,-71.05946181,1,Chinatown,12,0.003024,EastCambridge,17,0.212643,0,0,1,1,0,1,2,1,7,1,7,2,1,12,1,10,2,9,4
1559,42.34729316,-71.05946181,2,Chinatown,12,0.503379,Chinatown,12,0.503379,0,0,1,3,0,1,2,1,7,1,1,2,4,0,6,2,2,18,4
