id,lat,lng,tree,sky,entropy,H,S,V,color,neighborhood,city
422,37.731894,-122.473351,7022,60341.5,6.031369038,0.129210993,0.162629758,0.549494949,#8c8775,Lakeshore,sanfrancisco
423,37.731894,-122.475248,40067,49665,,,,,,Lakeshore,sanfrancisco
424,37.731894,-122.477145,14743.25,61535.5,5.78157864,0.258992806,0.054897314,0.431713555,#6a6e68,Lakeshore,sanfrancisco
425,37.731894,-122.479043,12874.75,61427.25,6.015926604,0.147027601,0.130290456,0.497420021,#7e7c6e,Lakeshore,sanfrancisco
426,37.731894,-122.480941,10356.75,62978.25,5.936391962,0.161324786,0.090017311,0.453071895,#737369,Lakeshore,sanfrancisco
427,37.731894,-122.482838,11565.75,70009,5.853565647,0.174174174,0.020281381,0.825490196,#d2d2ce,Lakeshore,sanfrancisco
428,37.731894,-122.484735,6131.75,63151.5,5.880309949,0.157226563,0.13920609,0.424221453,#6c6b5d,Lakeshore,sanfrancisco
429,37.731894,-122.486633,8943.5,63568.25,5.681014314,0.125628141,0.170303808,0.366588235,#5d594d,Lakeshore,sanfrancisco
430,37.731894,-122.488531,5672.5,66111,5.415382693,0.121012101,0.194980695,0.40627451,#676253,Lakeshore,sanfrancisco
431,37.731894,-122.490428,14693.5,61645.75,5.440692516,0.184343434,0.061205564,0.384432561,#61625c,Lakeshore,sanfrancisco
432,37.731894,-122.492325,8386.5,67447.5,5.753453171,0.169918699,0.069656813,0.501790281,#7f7f77,Lakeshore,sanfrancisco
433,37.731894,-122.494223,32915,58357,,,,,,Lakeshore,sanfrancisco
434,37.731894,-122.496121,7796.75,62840,5.68594795,0.147905759,0.075613618,0.483213773,#7b7a71,Lakeshore,sanfrancisco
435,37.731894,-122.498018,27535,48927.25,5.723900198,0.174048174,0.186440678,0.347058824,#575847,Lakeshore,sanfrancisco
436,37.733394,-122.397449,4871.5,60474,5.789855182,0.099169263,0.076066351,0.591036415,#96928b,Bayview,sanfrancisco
437,37.733394,-122.399347,10633,56720.75,5.713385408,0.086893345,0.312448924,0.411316527,#685948,Bayview,sanfrancisco
438,37.733394,-122.401244,917.5,50761.75,5.304405724,0.121166415,0.073979023,0.747768043,#bebab0,Bayview,sanfrancisco
439,37.733394,-122.403142,12421.25,63026.5,5.803333955,0.127914952,0.182638106,0.417411765,#6a6557,Bayview,sanfrancisco
440,37.733394,-122.405039,30356.25,6527.25,5.006965243,0.131981796,0.209173518,0.371423979,#5e5a4a,Bayview,sanfrancisco
441,37.733394,-122.406937,6324.25,46059.25,5.447442032,0.078166103,0.1459842,0.425490196,#6c645c,Bayview,sanfrancisco
442,37.733394,-122.408834,5362.25,38019.25,5.36023304,0.118031526,0.127331473,0.404575163,#67635a,Bayview,sanfrancisco
443,37.733394,-122.410732,19354.5,73937.5,,,,,,Bayview,sanfrancisco
444,37.733394,-122.412629,20986.5,66886.5,,,,,,Bernal Heights,sanfrancisco
445,37.733394,-122.414527,26884.5,37873.5,6.074613129,0.168518519,0.028653295,0.769852941,#c4c4be,Bernal Heights,sanfrancisco
446,37.733394,-122.416424,30046.75,27037.75,5.471870025,0.105843293,0.180212522,0.359339525,#5b554b,Bernal Heights,sanfrancisco
447,37.733394,-122.418322,48549.25,37077.25,5.865690199,0.138266069,0.163091175,0.473125721,#787564,Bernal Heights,sanfrancisco
448,37.733394,-122.420219,95435,42141.5,,,,,,Bernal Heights,sanfrancisco
449,37.733394,-122.422117,12348.5,60774.5,5.789484561,0.133597884,0.111950244,0.304394861,#4d4b44,Bernal Heights,sanfrancisco
450,37.733394,-122.424014,27289.5,58692.25,5.48402161,0.112827302,0.198180864,0.393326453,#645d50,Bernal Heights,sanfrancisco
451,37.733394,-122.425912,12270.75,48723,5.65067776,0.096375618,0.173033067,0.429901961,#6d655a,Bernal Heights,sanfrancisco
452,37.733394,-122.427809,9680.75,34796.5,5.503144073,0.1884273,0.05191804,0.462816399,#75766f,Bernal Heights,sanfrancisco
453,37.733394,-122.429707,23440,45150.75,5.316920088,0.427586207,0.050086356,0.412834225,#636966,Bernal Heights,sanfrancisco
454,37.733394,-122.431605,23954.25,64939.75,,,,,,Bernal Heights,sanfrancisco
455,37.733394,-122.433502,41655.5,27758.5,5.836663065,0.340625,0.152380952,0.124777184,#1a1f1b,Bernal Heights,sanfrancisco
456,37.733394,-122.435401,45601.75,36726.75,6.138310451,0.166007905,0.140088594,0.416608997,#6a6a5b,Bernal Heights,sanfrancisco
457,37.733394,-122.437297,32287.25,36016.25,5.67698004,0.139910814,0.022803539,0.886544963,#e2e1dc,Bernal Heights,sanfrancisco
458,37.733394,-122.439195,27289.25,29942.5,5.53313955,0.528423773,0.064227035,0.26254902,#3e4242,Diamond Heights,sanfrancisco
459,37.733394,-122.441092,31855,44301.25,5.746017992,0.179930796,0.111583012,0.441602728,#6f7064,Diamond Heights,sanfrancisco
460,37.733394,-122.442991,11599.5,32712,5.24369149,0.138392857,0.207792208,0.301960784,#4d4a3c,Diamond Heights,sanfrancisco
461,37.733394,-122.444887,11261,41236.75,5.382198001,0.273972603,0.063811189,0.380192755,#5c605a,Diamond Heights,sanfrancisco
462,37.733394,-122.446785,28453.75,47619.75,5.653530677,0.127309237,0.151128915,0.414177979,#696559,Outer Mission,sanfrancisco
463,37.733394,-122.448682,14704.5,37365,5.60878108,0.132204397,0.102185792,0.500683995,#7f7c72,Outer Mission,sanfrancisco
464,37.733394,-122.450581,15710,57976.5,5.952257247,0.11465721,0.192622951,0.410084034,#686254,Outer Mission,sanfrancisco
465,37.733394,-122.452477,53035.75,44434,5.854118883,0.166666667,0.069964349,0.352,#595953,Outer Mission,sanfrancisco
466,37.733394,-122.454375,48093.5,53131.5,,,,,,Outer Mission,sanfrancisco
467,37.733394,-122.456272,38602.25,53659.25,5.927515442,0.104395604,0.139303483,0.426960784,#6c675d,Outer Mission,sanfrancisco
468,37.733394,-122.458171,31758,55718,6.17003829,0.12295082,0.116006339,0.441876751,#706d63,West Of Twin Peaks,sanfrancisco
469,37.733394,-122.460067,31459.75,52355.25,5.866183329,0.119694397,0.147508139,0.474509804,#797367,West Of Twin Peaks,sanfrancisco
470,37.733394,-122.461965,33386.25,50584.25,5.839125659,0.119281046,0.137651822,0.458823529,#757064,West Of Twin Peaks,sanfrancisco
471,37.733394,-122.463862,58972.75,43930.5,6.086137942,0.08900084,0.124607659,0.567914439,#90887e,West Of Twin Peaks,sanfrancisco
472,37.733394,-122.465761,76783,32520.25,,,,,,Lakeshore,sanfrancisco
473,37.733394,-122.467657,43970.25,54627.25,6.153790212,0.116078431,0.147723323,0.470098039,#777266,Lakeshore,sanfrancisco
474,37.733394,-122.469555,86330.5,20569.75,,,,,,Lakeshore,sanfrancisco
475,37.733394,-122.471453,71356.75,48643.5,,,,,,Lakeshore,sanfrancisco
476,37.733394,-122.473351,22196.25,67257.75,6.021458521,0.123809524,0.172886937,0.476339869,#797464,Lakeshore,sanfrancisco
477,37.733394,-122.475248,38036,49582.75,,,,,,Lakeshore,sanfrancisco
478,37.733394,-122.477145,37608.5,52815,5.938869609,0.119252874,0.133833285,0.424877451,#6c685d,Lakeshore,sanfrancisco
479,37.733394,-122.479043,21007.75,67860,6.00558745,0.139691715,0.21679198,0.36816609,#5d5a49,Lakeshore,sanfrancisco
480,37.733394,-122.480941,16777.25,59001.25,5.78655748,0.112068966,0.125969594,0.549531117,#8c867a,Lakeshore,sanfrancisco
481,37.733394,-122.482838,9283,59396.5,5.662701356,0.144864341,0.071906355,0.416906318,#6a6962,Lakeshore,sanfrancisco
482,37.733394,-122.484735,4375,63816.5,6.015900397,0.183995923,0.10266876,0.416339869,#696a5f,Lakeshore,sanfrancisco
483,37.733394,-122.486633,7775.25,64063,5.888494371,0.148412698,0.194085028,0.40410831,#676453,Lakeshore,sanfrancisco
484,37.733394,-122.488531,18920,46135,5.1472484,0.108768971,0.108152471,0.457488527,#747068,Lakeshore,sanfrancisco
485,37.733394,-122.490428,8477.5,65155.25,5.756045671,0.119306418,0.094859331,0.719554849,#b7b2a6,Lakeshore,sanfrancisco
486,37.733394,-122.492325,1753.75,63255.25,5.637248704,0.122498275,0.20268569,0.424777184,#6c6656,Lakeshore,sanfrancisco
487,37.733394,-122.494223,67382.5,30492.5,,,,,,Lakeshore,sanfrancisco
488,37.733394,-122.496121,26675.5,53416.25,5.810377005,0.157474021,0.092976589,0.450980392,#727268,Lakeshore,sanfrancisco
489,37.733394,-122.499915,84313.25,36337.5,,,,,,Lakeshore,sanfrancisco
490,37.734894,-122.395552,4360,42679.75,5.263535103,0.106518999,0.221597031,0.467955182,#776d5c,Bayview,sanfrancisco
491,37.734894,-122.397449,1727,54103,5.273526259,0.131485084,0.0846648,0.517561807,#838178,Bayview,sanfrancisco
492,37.734894,-122.399347,13902.25,53094,5.235509209,0.248405104,0.066212577,0.369505414,#5b5e57,Bayview,sanfrancisco
493,37.734894,-122.401244,3005,61209,5.264382651,0.176785714,0.063846768,0.477723312,#797972,Bayview,sanfrancisco
494,37.734894,-122.403142,4248.75,51883,5.622041793,0.108714789,0.152996633,0.510835913,#827b6e,Bayview,sanfrancisco
495,37.734894,-122.405039,35754.75,75991.75,,,,,,Bayview,sanfrancisco
496,37.734894,-122.406937,46091.5,33022.5,5.896227292,0.107843137,0.281353439,0.323113488,#524a3b,Bayview,sanfrancisco
497,37.734894,-122.408834,4325.5,50468.75,5.621765786,0.095477883,0.221464183,0.33211329,#544c41,Bayview,sanfrancisco
498,37.734894,-122.410732,11145.5,69175.25,,,,,,Bayview,sanfrancisco
499,37.734894,-122.412629,24299.75,33314.75,5.458133571,0.10877915,0.230026505,0.363398693,#5c5547,Bernal Heights,sanfrancisco
500,37.734894,-122.414527,8765,37635,5.663953109,0.106540084,0.14418982,0.454994233,#746d63,Bernal Heights,sanfrancisco
501,37.734894,-122.416424,7850.5,45029.75,5.250933356,0.403030303,0.047240713,0.388569045,#5e6360,Bernal Heights,sanfrancisco
502,37.734894,-122.418322,7688.75,36217.25,5.722715297,0.141496599,0.161844365,0.471148459,#787564,Bernal Heights,sanfrancisco
503,37.734894,-122.420219,22239.25,34357.75,5.800336324,0.099012776,0.07652313,0.735392157,#bbb5ad,Bernal Heights,sanfrancisco
504,37.734894,-122.422117,17756.75,43883.5,5.502463897,0.111295222,0.225396825,0.428571429,#6d6554,Bernal Heights,sanfrancisco
505,37.734894,-122.424014,21010.75,60481,5.855965363,0.128878282,0.16522082,0.452049911,#736e60,Bernal Heights,sanfrancisco
506,37.734894,-122.425912,7317.75,19139.25,5.721550347,0.598608282,0.145654109,0.330490196,#474d54,Bernal Heights,sanfrancisco
507,37.734894,-122.427809,24114.75,27753.5,5.116891272,0.110345374,0.269122538,0.58959276,#96886d,Bernal Heights,sanfrancisco
508,37.734894,-122.429707,15282,46185.75,5.654487974,0.161996067,0.11489578,0.373244782,#5f5e54,Bernal Heights,sanfrancisco
509,37.734894,-122.431605,37138.5,26970.75,5.702099726,0.451303155,0.078539108,0.26962963,#3f4443,Bernal Heights,sanfrancisco
510,37.734894,-122.433502,18940.5,26149.25,5.714741395,0.157634409,0.073292983,0.460740741,#75756c,Bernal Heights,sanfrancisco
511,37.734894,-122.435401,23796.25,32083,5.149127983,0.148192292,0.089141521,0.473202614,#78776d,Bernal Heights,sanfrancisco
512,37.734894,-122.437297,38117,38744.75,5.916007535,0.189814815,0.068571429,0.45751634,#73746c,Bernal Heights,sanfrancisco
513,37.734894,-122.439195,75149.75,14911.25,,,,,,Diamond Heights,sanfrancisco
514,37.734894,-122.441092,58160.75,20120.75,5.663103242,0.044444444,0.02617801,0.102139037,#1a1919,Diamond Heights,sanfrancisco
515,37.734894,-122.442991,30474.5,51566.5,5.874848903,0.092519685,0.211314476,0.18854902,#302b25,Diamond Heights,sanfrancisco
516,37.734894,-122.444887,25074.75,56746.5,5.535264647,0.051875,0.343938091,0.260616246,#42322b,Diamond Heights,sanfrancisco
517,37.734894,-122.446785,27923,40797.5,5.520080614,0.433774834,0.064214331,0.361630142,#565c59,Outer Mission,sanfrancisco
518,37.734894,-122.448682,36649.5,33428.25,5.977092934,0.467878788,0.081772227,0.356438792,#535a59,Outer Mission,sanfrancisco
519,37.734894,-122.450581,12522,30706.25,5.467952602,0.548529412,0.027525907,0.682242474,#a9acad,Outer Mission,sanfrancisco
520,37.734894,-122.452477,53019.25,30732.75,5.758440386,0.101927354,0.312557924,0.483585434,#7b6c54,Outer Mission,sanfrancisco
521,37.734894,-122.454375,27515.25,43005.5,5.414144963,0.142248722,0.065704052,0.761636829,#c2c0b5,Outer Mission,sanfrancisco
522,37.734894,-122.456272,22860,35970.25,5.368614582,0.287301587,0.016187466,0.726778711,#b7b9b6,Outer Mission,sanfrancisco
523,37.734894,-122.458171,24796.25,51293.25,5.71851453,0.118573798,0.116487975,0.422916667,#6b685f,West Of Twin Peaks,sanfrancisco
524,37.734894,-122.460067,24370.25,54603.25,5.4568873,0.210334789,0.062414827,0.299754902,#4b4c47,West Of Twin Peaks,sanfrancisco
525,37.734894,-122.461965,44937.5,50106.5,5.470433405,0.12259887,0.191434134,0.251797386,#403c33,West Of Twin Peaks,sanfrancisco
526,37.734894,-122.463862,64667.5,24993.5,6.141710023,0.120943953,0.016977163,0.932212885,#edece9,West Of Twin Peaks,sanfrancisco
527,37.734894,-122.465761,92422,15934.75,,,,,,Lakeshore,sanfrancisco
528,37.734894,-122.467657,76565.25,25448.75,,,,,,Lakeshore,sanfrancisco
529,37.734894,-122.469555,75112.75,26436.5,,,,,,Lakeshore,sanfrancisco
530,37.734894,-122.471453,29654.25,57012.25,,,,,,Lakeshore,sanfrancisco
531,37.734894,-122.473351,38239,57826.5,,,,,,Lakeshore,sanfrancisco
532,37.734894,-122.475248,36886.5,44410.25,,,,,,Lakeshore,sanfrancisco
533,37.734894,-122.477145,51680.75,40684.75,,,,,,Lakeshore,sanfrancisco
534,37.734894,-122.479043,28818,51193,,,,,,Lakeshore,sanfrancisco
535,37.734894,-122.480941,22671.75,51848.25,5.688777535,0.127892433,0.13219246,0.385652798,#625f55,Lakeshore,sanfrancisco
536,37.734894,-122.482838,19763.5,52155.5,5.829713501,0.385135135,0.022302592,0.43372549,#6c6e6c,Lakeshore,sanfrancisco
537,37.734894,-122.484735,26182.25,56953,5.719645351,0.128760529,0.171836228,0.287344029,#49463c,Lakeshore,sanfrancisco
538,37.734894,-122.486633,17527,56284.25,5.477138181,0.266260163,0.031906615,0.373275236,#5d5f5c,Lakeshore,sanfrancisco
539,37.734894,-122.488531,25239,66026.25,,,,,,Lakeshore,sanfrancisco
540,37.734894,-122.490428,12824.5,60501.25,5.614250235,0.084941625,0.26466137,0.414588235,#695c4d,Lakeshore,sanfrancisco
541,37.734894,-122.492325,6496.75,64206,5.770207791,0.116055846,0.083442551,0.39028133,#63615b,Lakeshore,sanfrancisco
542,37.734894,-122.494223,38962.25,47960.5,,,,,,Lakeshore,sanfrancisco
543,37.734894,-122.496121,6425,53159.75,5.879533489,0.096850024,0.093696313,0.511629479,#827d76,Lakeshore,sanfrancisco
544,37.734894,-122.498018,8757.25,53610.75,5.698464623,0.192675159,0.048189073,0.399264706,#656560,Lakeshore,sanfrancisco
545,37.734894,-122.499915,25268.75,57483.5,,,,,,Lakeshore,sanfrancisco
546,37.734894,-122.501813,121797.75,7141.5,,,,,,Lakeshore,sanfrancisco
547,37.736394,-122.391757,19092.75,55759,5.60195961,0.355218855,0.025574787,0.460011884,#727572,Bayview,sanfrancisco
548,37.736394,-122.393654,7987.75,52985.75,5.556889018,0.119561309,0.156587838,0.455209535,#746e61,Bayview,sanfrancisco
549,37.736394,-122.395552,19325.5,53546.5,5.719762133,0.532163743,0.017679901,0.383125371,#5f6161,Bayview,sanfrancisco
550,37.736394,-122.397449,5426.75,58401,5.448809245,0.565850816,0.066341916,0.456915739,#6c7174,Bayview,sanfrancisco
551,37.736394,-122.399347,29491.75,47055.25,5.333812833,0.139825218,0.121695533,0.491652661,#7d7a6e,Bayview,sanfrancisco
552,37.736394,-122.403142,58843.25,31102.5,5.968723066,0.085010207,0.185221196,0.576190476,#928577,Bayview,sanfrancisco
553,37.736394,-122.405039,38435.75,52582.25,,,,,,Bayview,sanfrancisco
554,37.736394,-122.406937,23065.5,62161.75,6.040357792,0.227272727,0.088948787,0.207843137,#333530,Bayview,sanfrancisco
555,37.736394,-122.408834,26113.5,49180.25,6.005024442,0.131216931,0.107950651,0.423819898,#6c6960,Bayview,sanfrancisco
556,37.736394,-122.410732,35147.75,18986.5,5.524092641,0.513809524,0.067094795,0.481337947,#727a7a,Bayview,sanfrancisco
557,37.736394,-122.412629,29973,25512.5,5.014397136,0.175356921,0.024593542,0.807806141,#cdcdc8,Bernal Heights,sanfrancisco
558,37.736394,-122.414527,17391.75,32550.25,5.536683887,0.209219858,0.052794159,0.232745098,#3a3b38,Bernal Heights,sanfrancisco
559,37.736394,-122.416424,23753.75,43239.5,5.707612381,0.537390613,0.092351774,0.370669935,#555c5e,Bernal Heights,sanfrancisco
560,37.736394,-122.418322,30526,32812.5,5.851437201,0.400175901,0.099007315,0.39504644,#5a645e,Bernal Heights,sanfrancisco
561,37.736394,-122.420219,33481.5,48553.5,5.542289521,0.466773848,0.08906071,0.32605042,#4b5351,Bernal Heights,sanfrancisco
562,37.736394,-122.422117,30034.5,34392,5.962219158,0.134171908,0.088235294,0.441666667,#706e66,Bernal Heights,sanfrancisco
563,37.736394,-122.424014,7045.75,39286,5.715457177,0.242842536,0.049725442,0.378085352,#5e605b,Bernal Heights,sanfrancisco
564,37.736394,-122.425912,46033,37701,,,,,,Bernal Heights,sanfrancisco
565,37.736394,-122.427809,2109.25,31776.5,5.410400522,0.506521739,0.099330598,0.229883346,#343a3a,Bernal Heights,sanfrancisco
566,37.736394,-122.429707,6769,33049.75,5.332568256,0.155194391,0.103883206,0.448707665,#727166,Bernal Heights,sanfrancisco
567,37.736394,-122.431605,33147,43300.5,5.575201596,0.120418848,0.122161816,0.340631808,#56534c,Bernal Heights,sanfrancisco
568,37.736394,-122.433502,47731.25,27687.25,5.877095539,0.202148926,0.077911459,0.559542484,#8c8e83,Bernal Heights,sanfrancisco
569,37.736394,-122.435401,31909.75,43929.25,5.485863358,0.205754615,0.082950554,0.362843137,#5a5c54,Bernal Heights,sanfrancisco
570,37.736394,-122.437297,23707.5,37731.5,5.68701996,0.10821873,0.19913928,0.409123649,#686153,Diamond Heights,sanfrancisco
571,37.736394,-122.439195,7446.5,37524.5,5.63343811,0.150645624,0.099188843,0.411296459,#68675e,Diamond Heights,sanfrancisco
572,37.736394,-122.441092,90187.25,9660.5,6.219568578,0.021292217,0.134160757,0.361925134,#5c514f,Diamond Heights,sanfrancisco
573,37.736394,-122.442991,47697,40325.5,5.974334515,0.080977427,0.387318564,0.452941176,#735c46,Diamond Heights,sanfrancisco
574,37.736394,-122.444887,48788.5,41750.5,5.934713087,0.248809524,0.093603744,0.399910873,#61655c,Diamond Heights,sanfrancisco
575,37.736394,-122.446785,22882,57442.5,5.40373812,0.363945578,0.122042341,0.359887955,#505b52,Diamond Heights,sanfrancisco
576,37.736394,-122.448682,13354.75,40037.75,4.919640924,0.368627451,0.007276151,0.818067227,#cfd0cf,Outer Mission,sanfrancisco
577,37.736394,-122.452477,20211,37816.75,5.535089917,0.176749703,0.038822879,0.411366866,#686864,Outer Mission,sanfrancisco
578,37.736394,-122.454375,21609.25,48594.5,5.554768744,0.091898428,0.265319217,0.370409982,#5e5345,Outer Mission,sanfrancisco
579,37.736394,-122.456272,35510.25,39733,5.462062019,0.119816398,0.257898604,0.326770708,#534d3d,West Of Twin Peaks,sanfrancisco
580,37.736394,-122.458171,63955,29286.75,5.7649389,0.528938907,0.07817999,0.67826087,#9faaac,West Of Twin Peaks,sanfrancisco
581,37.736394,-122.460067,65972.75,39344.25,,,,,,West Of Twin Peaks,sanfrancisco
582,37.736394,-122.461965,65205,22233.75,6.21811235,0.18844697,0.220413275,0.298225957,#494c3b,West Of Twin Peaks,sanfrancisco
583,37.736394,-122.463862,81204.75,28951.5,,,,,,Lakeshore,sanfrancisco
584,37.736394,-122.465761,39081.75,54343.5,,,,,,Lakeshore,sanfrancisco
585,37.736394,-122.467657,80140.25,21185.75,5.987479863,0.161290323,0.078254598,0.418250377,#6a6a62,Lakeshore,sanfrancisco
586,37.736394,-122.469555,51962,43679.25,,,,,,Lakeshore,sanfrancisco
587,37.736394,-122.475248,67984.5,35022,,,,,,Lakeshore,sanfrancisco
588,37.736394,-122.479043,65718.25,6883.75,,,,,,Lakeshore,sanfrancisco
589,37.736394,-122.482838,83194,14555,,,,,,Lakeshore,sanfrancisco
590,37.736394,-122.484735,94453.75,18037.25,,,,,,Lakeshore,sanfrancisco
591,37.736394,-122.486633,25863,42153.75,5.72552264,0.107315891,0.187414873,0.496416498,#7e7666,Lakeshore,sanfrancisco
592,37.736394,-122.490428,11630.5,60349.75,5.396545183,0.108393285,0.248391708,0.422021116,#6b6250,Lakeshore,sanfrancisco
593,37.736394,-122.492325,13559.25,56256,5.74959519,0.16242284,0.09951624,0.447987616,#727166,Lakeshore,sanfrancisco
594,37.736394,-122.494223,56783.25,39894.75,,,,,,Lakeshore,sanfrancisco
595,37.736394,-122.496121,4236,59478.75,5.4699457,0.251893939,0.006911176,0.832222222,#d3d4d2,Lakeshore,sanfrancisco
596,37.736394,-122.498018,10337.25,65969.25,5.815409248,0.156753408,0.083879015,0.381105169,#616059,Lakeshore,sanfrancisco
597,37.736394,-122.499915,2910.5,65689.5,5.573858112,0.46918239,0.06899245,0.350296398,#535958,Lakeshore,sanfrancisco
598,37.736394,-122.501813,1765.25,59510,5.41629337,0.144308943,0.021451929,0.810280869,#cececa,Lakeshore,sanfrancisco
599,37.737894,-122.391757,8031.75,59636,5.799586503,0.422637591,0.098195167,0.337358101,#4d5652,Bayview,sanfrancisco
600,37.737894,-122.393654,21046,49552.75,5.891455625,0.573213393,0.112422046,0.612280702,#8a949c,Bayview,sanfrancisco
601,37.737894,-122.395552,5055,68448.5,5.334724952,0.145833333,0.088283025,0.355363322,#5a5952,Bayview,sanfrancisco
602,37.737894,-122.397449,11593,59170.75,5.708506363,0.101892285,0.183738968,0.458210784,#746c5f,Bayview,sanfrancisco
603,37.737894,-122.399347,3529.25,61361.75,5.809482587,0.12952381,0.095264017,0.496822177,#7e7c72,Bayview,sanfrancisco
604,37.737894,-122.401244,22725.75,33909,5.826308642,0.09816092,0.365423387,0.196971953,#322a1f,Bayview,sanfrancisco
605,37.737894,-122.403142,5973.5,54694.5,5.192360582,0.126968504,0.145433725,0.273960784,#45433b,Bayview,sanfrancisco
606,37.737894,-122.405039,1654.25,60618.25,5.235062808,0.096774194,0.129740013,0.719106247,#b7ad9f,Bayview,sanfrancisco
607,37.737894,-122.406937,7913.75,71293.75,,,,,,Bayview,sanfrancisco
608,37.737894,-122.408834,27676,39659.75,5.500418055,0.090059399,0.30042513,0.444747899,#71614f,Bayview,sanfrancisco
609,37.737894,-122.410732,3034.75,33421.75,5.568217914,0.559274756,0.030112133,0.314398891,#4d4f50,Bayview,sanfrancisco
610,37.737894,-122.412629,24871.5,50998.25,5.6737229,0.080058224,0.067175125,0.405109923,#676360,Bayview,sanfrancisco
611,37.737894,-122.414527,22128.5,33449.75,5.614639723,0.154673284,0.087627745,0.4345854,#6e6e65,Bernal Heights,sanfrancisco
612,37.737894,-122.416424,3877.25,32906.25,5.502690926,0.177644711,0.02332891,0.769110932,#c3c4bf,Bernal Heights,sanfrancisco
613,37.737894,-122.418322,36365.75,40160.5,5.726601009,0.110820244,0.093839049,0.725632799,#b9b3a7,Bernal Heights,sanfrancisco
614,37.737894,-122.420219,35737.5,68268,,,,,,Bernal Heights,sanfrancisco
615,37.737894,-122.422117,49052.5,36878.25,,,,,,Bernal Heights,sanfrancisco
616,37.737894,-122.424014,1630.25,37926.25,5.735775088,0.169664269,0.071964794,0.4455594,#717169,Bernal Heights,sanfrancisco
617,37.737894,-122.425912,46172.75,31856.25,5.909866515,0.505514706,0.084367246,0.341706412,#4f5657,Bernal Heights,sanfrancisco
618,37.737894,-122.427809,14654.25,43136.75,5.519971472,0.13185654,0.062581339,0.805882353,#cdcac0,Bernal Heights,sanfrancisco
619,37.737894,-122.429707,24921,46986.5,5.447131188,0.579501916,0.02253886,0.756862745,#bcbec1,Bernal Heights,sanfrancisco
620,37.737894,-122.431605,36757,57063.75,5.608570413,0.162900188,0.119272237,0.232784314,#3b3b34,Bernal Heights,sanfrancisco
621,37.737894,-122.433502,13794.75,33092,5.236914541,0.156162465,0.135864136,0.347828245,#58574c,Diamond Heights,sanfrancisco
622,37.737894,-122.435401,40999.75,31173.5,5.524407131,0.150033944,0.095136601,0.404784314,#67665d,Diamond Heights,sanfrancisco
623,37.737894,-122.437297,16800.25,20197.5,5.019207486,0.178826271,0.170731707,0.420611765,#696b58,Diamond Heights,sanfrancisco
624,37.737894,-122.439195,43921.25,24733.25,5.822054574,0.10006435,0.196360879,0.33371284,#554e44,Diamond Heights,sanfrancisco
625,37.737894,-122.441092,113018.25,12199,5.802824582,0.014184397,0.073852923,0.402530044,#665f5f,Diamond Heights,sanfrancisco
626,37.737894,-122.442991,61348.25,25997.25,6.148864748,0.097496206,0.323753378,0.532156863,#87755b,Diamond Heights,sanfrancisco
627,37.737894,-122.444887,18495.25,46263.75,5.217292924,0.09777532,0.278439425,0.509281046,#81725d,Diamond Heights,sanfrancisco
628,37.737894,-122.446785,22045,52727,5.765851114,0.251272265,0.052929293,0.451436389,#70736d,Diamond Heights,sanfrancisco
629,37.737894,-122.448682,36605.75,39301.5,4.991232564,0.283549784,0.03488899,0.655674391,#a3a7a1,Diamond Heights,sanfrancisco
630,37.737894,-122.450581,32111.75,47789.25,5.83124034,0.094474153,0.043367347,0.867169432,#ddd8d3,West Of Twin Peaks,sanfrancisco
631,37.737894,-122.452477,20916,38604,5.575970526,0.393617021,0.037913418,0.455759804,#6f7471,West Of Twin Peaks,sanfrancisco
632,37.737894,-122.454375,111658,6107.75,,,,,,West Of Twin Peaks,sanfrancisco
633,37.737894,-122.456272,67160.25,21753,5.547136963,0.1043379,0.367573011,0.288453159,#493f2e,West Of Twin Peaks,sanfrancisco
634,37.737894,-122.458171,82777.25,15105.75,5.908446233,0.121114684,0.063172862,0.410763454,#686662,West Of Twin Peaks,sanfrancisco
635,37.737894,-122.460067,38734.5,40717.5,5.392478985,0.079198473,0.329145729,0.27144075,#45392e,West Of Twin Peaks,sanfrancisco
636,37.737894,-122.461965,55990.75,36664,5.887556177,0.171259843,0.097842835,0.407215686,#67675d,West Of Twin Peaks,sanfrancisco
637,37.737894,-122.463862,91136.5,32722.75,,,,,,Lakeshore,sanfrancisco
638,37.737894,-122.465761,92363.25,9782.75,,,,,,Lakeshore,sanfrancisco
639,37.737894,-122.467657,43745,48457.75,,,,,,Lakeshore,sanfrancisco
640,37.737894,-122.469555,17566.75,54971.25,6.004518963,0.078488372,0.128071482,0.15959596,#282523,Lakeshore,sanfrancisco
641,37.737894,-122.471453,31047.5,47511.5,5.934617034,0.114942529,0.307692308,0.470409982,#776c53,Lakeshore,sanfrancisco
642,37.737894,-122.473351,26058.5,34901,5.754272451,0.129201681,0.099104726,0.448459384,#726f67,Lakeshore,sanfrancisco
643,37.737894,-122.475248,13662,53683.5,5.397617305,0.181075889,0.020690478,0.802056432,#ccccc8,Lakeshore,sanfrancisco
644,37.737894,-122.477145,7853.75,51849,5.771198619,0.16119403,0.087903437,0.467034314,#77766c,Lakeshore,sanfrancisco
645,37.737894,-122.479043,10475,51433,5.814093249,0.107407407,0.122889772,0.493627451,#7d786e,Lakeshore,sanfrancisco
646,37.737894,-122.480941,12014.75,55422.5,5.823294738,0.272079772,0.073400251,0.390686275,#5f635c,Lakeshore,sanfrancisco
